"5.0","April 2022","Fair","Liked
 · The price is cheap, the view on the morning is beautifulDisliked
 · No proper management, need to wait till 4pm just to check in because lack of staff, a bit dirty on the hotel surrounding",1,"K Space Inn Owen
Opens in new window"
"6.0","April 2022","It was good","Liked
 · No breakfast. I like to stay on the balcony with new friends, they were very generousDisliked
 · Nothing",1,"K Space Inn Owen
Opens in new window"
"10","March 2022","Exceptional","Liked
 · check in fast, near Mrt",1,"K Space Inn Owen
Opens in new window"
"10","February 2022","Exceptional","Liked
 · cheap for one night stay",1,"K Space Inn Owen
Opens in new window"
"10","February 2022","Exceptional","Liked
 · cheap but better than expected",1,"K Space Inn Owen
Opens in new window"
"2.0","February 2022","Bad","Disliked
 · Came to check in 3pm but they asked to come back 4.30 pm due to no housekeeping.Toilet worst. Nobody clean and very dirty. Not suggest for family trip.",1,"K Space Inn Owen
Opens in new window"
"1.0","April 2022","Don’t book!","Liked
 · nothingDisliked
 · Don’t know where the photos has taken??? The whole place was very dirty, food rests in the sink and smelly everywhere…",1,"K Space Inn Owen
Opens in new window"
"1.0","February 2022","Bad","Liked
 · the hostel photos in this page is fake, please change",1,"K Space Inn Owen
Opens in new window"
"5.0","June 2021","Fair","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"7.0","March 2022","Good","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"5.0","April 2022","Fair","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"6.0","February 2022","Pleasant","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"10","March 2022","Exceptional","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"9.0","February 2022","Wonderful","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"8.0","March 2021","Very Good","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"9.0","October 2021","Suitable for one-night stay","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"8.0","March 2021","Very Good","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"1.0","March 2022","very poor environment,dirty anywhere,all guys workers live there,it’s not a hostel,it’s like a dirty worker dormitory…no","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"4.0","October 2021","Disappointing","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"5.0","February 2022","Fair","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"8.0","April 2022","Very Good","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"1.0","March 2022","Bad","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"4.0","February 2022","Disappointing","There are no comments available for this review",1,"K Space Inn Owen
Opens in new window"
"10","September 2021","Exceptional","Liked
 · amazing service from the staff! the decor is beautiful, exactly what a vacation would look like. love that there was water on tap refilled into reusable bottles.Disliked
 · the tile floor in the room can get quite cold, it would be really nice if only bathroom slippers were provided.",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"10","April 2022","Exceptional","Liked
 · everything! the loft room is amazing so well done l, super clean and so comfortable. filtered water tap, fridge and cooking area. not that we used it. free laundry lovely pool and terrace near some amazing restaurants. 
the best thing though is the staff! the friendliest and most professional check in and the loveliest goodbye ever.Disliked
 · We now cant stay anywhere else without comparing it to this hotel. it’s made picking hotels impossible.",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"9.0","April 2022","highly recommended","Liked
 · very friendly and helpful front desk team . very clean room and safe surrounding. 
convenient for food and shopping",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"10","March 2022","Excellent Staff","Liked
 · Rizwana is an absolute star! We arrived quite late at the property and hungry and she did everything she could to help us out. Thank you so much for your kindness and selflessness and your number again. It was our first visit to Singapore and you made it memorable. Thank you!!Disliked
 · The property is located further away from the centre, but it is a great walk at night when there is no other transport. Or you can always take a taxi.",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"10","April 2022","Exceptional","Liked
 · The cleaniness of the Hotel & Friendly staffDisliked
 · Nothing",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"8.0","March 2022","Pretty rooms with friendly staff","Liked
 · Love the interior & exterior so much. The room we booked came with a kitchenette + sink which made it easy for us to prepare our own simple breakfast, supper etc. The staff were really friendly & helpful too, they ensured our stay was a pleasant one throughout!Disliked
 · Room was a little small but cosy",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"10","April 2022","Perfect! so happy i came across this Hotel","Liked
 · It was so beautiful, the interior was lovely. Location was very good, alot of cafe and restaurants nearby.Disliked
 · Maybe bigger rooms",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"9.0","March 2022","recommended","Liked
 · clean and comfortable",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"10","April 2022","A restful and enjoyable stay","Liked
 · Very Clean, close to amenities, quiet room and excellent staff service.Disliked
 · All great !",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"10","April 2022","Exceptional","Liked
 · great location in Little india, the Loft room we booked was very well designed, totally recommend",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"10","March 2022","Exceptional","Liked
 · Cozy room, very friendly and helpful staff as usual :)",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"8.0","March 2022","Great facilities, superb ambience","Liked
 · The little things make a difference - sparkling water on tap, ice always available. nowhere else has thatDisliked
 · I didn’t get the room that I booked for due to a booking error from Booking.com. it showed confirmed on the app but it didn’t show up on the hotel’s system. Shoutout to Nicole for her excellent service recovery",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"10","March 2022","Great experience as always","Liked
 · Accommodating and friendly staffsDisliked
 · Nothing much really, pricing is a tad higher though compared to before.",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
"8.0","March 2022","Very Good","Liked
 · Super cute- the staircase to the bed. Felt very apartment like which was very cosyDisliked
 · The staircase was abit steep and the steps weren't too big in width but still very cute and worth it",2,"Wanderlust, The Unlimited Collection by Oakwood (SG Clean)
Opens in new window"
